"filename", "language", "XML", "HTML", "Java Properties", "Java", "JavaScript", "comment", "blank", "total"
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\Day02-collection-map-stream\src\com\itheima\demo3Stream\StreamDemo2.java", "Java", 0, 0, 0, -34, 0, -23, -7, -64
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\Day02-collection-map-stream\src\com\itheima\demo3Stream\Teacher.java", "Java", 0, 0, 0, -25, 0, 0, -7, -32
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\Day03-file-io\src\com\itheima\FileInputStreamDemo1\Test.java", "Java", 0, 0, 0, -14, 0, -1, -4, -19
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\Day03-file-io\src\com\itheima\FileOutputStreamDemo\Test.java", "Java", 0, 0, 0, -17, 0, 0, -5, -22
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\Day03-file-io\src\com\itheima\FileOutputStreamDemo\TestOut.java", "Java", 0, 0, 0, -21, 0, -1, -3, -25
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\Day03-file-io\src\com\itheima\FileWriterDemo1\Test.java", "Java", 0, 0, 0, -5, 0, 0, -3, -8
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\Day03-file-io\src\com\itheima\PrintStreamDemo\DataStreamTest.java", "Java", 0, 0, 0, -15, 0, 0, -4, -19
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\Day03-file-io\src\com\itheima\PrintStreamDemo\Test.java", "Java", 0, 0, 0, -16, 0, 0, -3, -19
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\Day03-file-io\src\com\itheima\PrintStreamDemo\TestFramework.java", "Java", 0, 0, 0, -11, 0, -2, -3, -16
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\Day03-file-io\src\com\itheima\demo10BufferedReader\BufferedReaderDemo10.java", "Java", 0, 0, 0, -17, 0, 0, -4, -21
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\Day03-file-io\src\com\itheima\demo1_file\FileDemo1.java", "Java", 0, 0, 0, -14, 0, -1, -5, -20
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\Day03-file-io\src\com\itheima\demo2Recursion\Demo3Charset.java", "Java", 0, 0, 0, -14, 0, 0, -5, -19
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\Day03-file-io\src\com\itheima\demo2Recursion\RecursionDemo1.java", "Java", 0, 0, 0, -28, 0, -4, -3, -35
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\Day03-file-io\src\com\itheima\demo7FileReader\Test.java", "Java", 0, 0, 0, -21, 0, 0, -3, -24
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\Day06\src\Main.java", "Java", 0, 0, 0, -5, 0, 0, 0, -5
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\Day06\src\MethodDemo1.java", "Java", 0, 0, 0, -11, 0, 0, -1, -12
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\Day08-oop\src\com\itheima\ArrayList\Test.java", "Java", 0, 0, 0, -11, 0, 0, -3, -14
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\Day08-oop\src\com\itheima\InnerClass\Outer.java", "Java", 0, 0, 0, -8, 0, -1, -2, -11
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\Day08-oop\src\com\itheima\InnerClass\demo1.java", "Java", 0, 0, 0, -7, 0, 0, -3, -10
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\Day08-oop\src\com\itheima\Lambda\LambdaDemo1.java", "Java", 0, 0, 0, -16, 0, -1, -5, -22
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\Day08-oop\src\com\itheima\Noname\Animal.java", "Java", 0, 0, 0, -5, 0, 0, -3, -8
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\Day08-oop\src\com\itheima\Noname\Test.java", "Java", 0, 0, 0, -12, 0, 0, -2, -14
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\Day08-oop\src\com\itheima\Noname\Test2.java", "Java", 0, 0, 0, -8, 0, -1, -3, -12
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\Day08-oop\src\com\itheima\StaticInner\Outer.java", "Java", 0, 0, 0, -10, 0, -3, -3, -16
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\Day08-oop\src\com\itheima\StaticInner\Test.java", "Java", 0, 0, 0, -6, 0, -2, -3, -11
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\Day08-oop\src\com\itheima\code\code_demo1.java", "Java", 0, 0, 0, -16, 0, 0, -3, -19
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\Day08-oop\src\com\itheima\methodstatic\Test.java", "Java", 0, 0, 0, -7, 0, 0, -4, -11
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\Day10\src\LearnStringJoiner.java", "Java", 0, 0, 0, -9, 0, -3, -2, -14
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\Day10\src\Main.java", "Java", 0, 0, 0, -36, 0, 0, -5, -41
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\Day10\src\NewDemo.java", "Java", 0, 0, 0, -19, 0, 0, -1, -20
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\ExerciseOfDay06\src\Main.java", "Java", 0, 0, 0, -9, 0, 0, -5, -14
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\ExerciseOfDay06\src\Phone.java", "Java", 0, 0, 0, -4, 0, 0, -4, -8
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\ExerciseOfDay06\src\PhoneTest.java", "Java", 0, 0, 0, -9, 0, 0, -3, -12
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\ExerciseOfDay06\src\Student.java", "Java", 0, 0, 0, -10, 0, 0, -6, -16
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\ExerciseOfDay06\src\user.java", "Java", 0, 0, 0, -49, 0, -42, -14, -105
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\Junit-Reflect\src\com\itheima\Demo3Annotation\AnnotationTest.java", "Java", 0, 0, 0, -6, 0, 0, -3, -9
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\Junit-Reflect\src\com\itheima\Demo3Annotation\MyAnno.java", "Java", 0, 0, 0, -6, 0, 0, -2, -8
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\Junit-Reflect\src\com\itheima\Demo4Proxy\ProxyUtil.java", "Java", 0, 0, 0, -19, 0, -3, -5, -27
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\Junit-Reflect\src\com\itheima\Demo4Proxy\Star.java", "Java", 0, 0, 0, -20, 0, 0, -6, -26
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\Junit-Reflect\src\com\itheima\Demo4Proxy\StarService.java", "Java", 0, 0, 0, -5, 0, 0, -2, -7
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\Junit-Reflect\src\com\itheima\Demo4Proxy\Test.java", "Java", 0, 0, 0, -10, 0, -1, -4, -15
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\Junit-Reflect\src\com\itheima\ReflectionTest\ReflectDemo1.java", "Java", 0, 0, 0, -13, 0, -1, -5, -19
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\Junit-Reflect\src\com\itheima\ReflectionTest\ReflectDemo2.java", "Java", 0, 0, 0, -18, 0, -1, -5, -24
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\Junit-Reflect\src\com\itheima\ReflectionTest\ReflectDemo3.java", "Java", 0, 0, 0, -18, 0, 0, -4, -22
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\Junit-Reflect\src\com\itheima\ReflectionTest\Student.java", "Java", 0, 0, 0, -11, 0, 0, -5, -16
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\Junit-Reflect\src\com\itheima\demo1unit\StringUtilTest.java", "Java", 0, 0, 0, -7, 0, -1, -3, -11
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\Net\src\com\itheima\Demo4Tcp1\Client1.java", "Java", 0, 0, 0, -16, 0, -4, -8, -28
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\Net\src\com\itheima\Demo4Tcp1\ServerDemo2.java", "Java", 0, 0, 0, -20, 0, -2, -6, -28
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\Net\src\com\itheima\DemoTcp2\Client1.java", "Java", 0, 0, 0, -26, 0, -3, -9, -38
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\Net\src\com\itheima\DemoTcp2\ServerDemo2.java", "Java", 0, 0, 0, -21, 0, -3, -7, -31
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\Net\src\com\itheima\DemoTcp3\Client1.java", "Java", 0, 0, 0, -26, 0, -3, -9, -38
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\Net\src\com\itheima\DemoTcp3\ServerDemo2.java", "Java", 0, 0, 0, -16, 0, -11, -6, -33
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\Net\src\com\itheima\DemoTcp3\ServerReader.java", "Java", 0, 0, 0, -26, 0, -1, -5, -32
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\Net\src\com\itheima\DemoTcp4\ServerDemo2.java", "Java", 0, 0, 0, -19, 0, -2, -6, -27
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\Net\src\com\itheima\DemoTcp4\ServerReaderRunnable.java", "Java", 0, 0, 0, -32, 0, -3, -5, -40
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\Net\src\com\itheima\demo1NetAddressMultiple\UDP_Demo_Client.java", "Java", 0, 0, 0, -14, 0, -3, -5, -22
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\Net\src\com\itheima\demo1NetAddressMultiple\UDP_Demo_Server.java", "Java", 0, 0, 0, -19, 0, -7, -7, -33
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\Net\src\com\itheima\demo1NetAddress\Test.java", "Java", 0, 0, 0, -17, 0, -2, -7, -26
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\Net\src\com\itheima\demo1NetAddress\UDP_Demo_Client.java", "Java", 0, 0, 0, -12, 0, -3, -5, -20
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\Net\src\com\itheima\demo1NetAddress\UDP_Demo_Server.java", "Java", 0, 0, 0, -19, 0, -7, -7, -33
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\OopAdvanced\src\Main.java", "Java", 0, 0, 0, -5, 0, 0, 0, -5
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\OopAdvanced\src\Student.java", "Java", 0, 0, 0, -34, 0, 0, -9, -43
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\SetExercise\src\Main.java", "Java", 0, 0, 0, -9, 0, -12, -3, -24
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\day03\src\com\itheima\arighmeticoperator\demo1.java", "Java", 0, 0, 0, -11, 0, -8, -3, -22
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\day04\src\Main.java", "Java", 0, 0, 0, -5, 0, 0, 0, -5
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\day04\src\demo.java", "Java", 0, 0, 0, -7, 0, 0, -3, -10
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\day06-oop\src\com\itheima\SingleInstance\A.java", "Java", 0, 0, 0, -9, 0, -1, -4, -14
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\day06-oop\src\com\itheima\SingleInstance\B.java", "Java", 0, 0, 0, -12, 0, 0, -3, -15
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\day06-oop\src\com\itheima\SingleInstance\Test.java", "Java", 0, 0, 0, -7, 0, -6, -2, -15
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\day06-oop\src\com\itheima\abstractdemo\A.java", "Java", 0, 0, 0, -5, 0, -1, -3, -9
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\day06-oop\src\com\itheima\abstractdemo\B.java", "Java", 0, 0, 0, -7, 0, -1, -2, -10
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\day06-oop\src\com\itheima\abstractdemo\Test.java", "Java", 0, 0, 0, -7, 0, 0, -2, -9
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\day06-oop\src\com\itheima\enumdemo\A.java", "Java", 0, 0, 0, -4, 0, 0, -2, -6
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\day06-oop\src\com\itheima\enumdemo\Test.java", "Java", 0, 0, 0, -7, 0, 0, -2, -9
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\day06-oop\src\com\itheima\extendsdemo\Animal.java", "Java", 0, 0, 0, -6, 0, 0, -3, -9
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\day06-oop\src\com\itheima\extendsdemo\Consultant.java", "Java", 0, 0, 0, -3, 0, 0, -4, -7
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\day06-oop\src\com\itheima\extendsdemo\People.java", "Java", 0, 0, 0, -7, 0, 0, -3, -10
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\day06-oop\src\com\itheima\extendsdemo\Teacher.java", "Java", 0, 0, 0, -10, 0, 0, -5, -15
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\day06-oop\src\com\itheima\extendsdemo\cat.java", "Java", 0, 0, 0, -7, 0, 0, -2, -9
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\day06-oop\src\com\itheima\interfacedemo\A.java", "Java", 0, 0, 0, -4, 0, 0, -2, -6
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\day06-oop\src\com\itheima\interfacedemo\B.java", "Java", 0, 0, 0, -4, 0, 0, -2, -6
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\day06-oop\src\com\itheima\interfacedemo\C.java", "Java", 0, 0, 0, -9, 0, 0, -5, -14
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\day06-oop\src\com\itheima\interfacedemo\Test.java", "Java", 0, 0, 0, -9, 0, 0, -3, -12
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\day06-oop\src\com\itheima\interfacenew\A.java", "Java", 0, 0, 0, -9, 0, -6, -7, -22
"d:\ComputerScienceLearning\JavaLearningForWork\JavaSE_Project\day06-oop\src\com\itheima\interfacenew\Test.java", "Java", 0, 0, 0, -3, 0, 0, -2, -5
"d:\ComputerScienceLearning\JavaLearningForWork\JavaWeb_LearningProject\SpringBootWeb01\pom.xml", "XML", 81, 0, 0, 0, 0, 0, 4, 85
"d:\ComputerScienceLearning\JavaLearningForWork\JavaWeb_LearningProject\SpringBootWeb01\src\main\java\com\itheima\SpringBootWeb01Application.java", "Java", 0, 0, 0, 9, 0, 0, 5, 14
"d:\ComputerScienceLearning\JavaLearningForWork\JavaWeb_LearningProject\SpringBootWeb01\src\main\java\com\itheima\controller\UserController.java", "Java", 0, 0, 0, 34, 0, 2, 6, 42
"d:\ComputerScienceLearning\JavaLearningForWork\JavaWeb_LearningProject\SpringBootWeb01\src\main\java\com\itheima\pojo\User.java", "Java", 0, 0, 0, 16, 0, 0, 4, 20
"d:\ComputerScienceLearning\JavaLearningForWork\JavaWeb_LearningProject\SpringBootWeb01\src\main\resources\application.properties", "Java Properties", 0, 0, 1, 0, 0, 0, 1, 2
"d:\ComputerScienceLearning\JavaLearningForWork\JavaWeb_LearningProject\SpringBootWeb01\src\main\resources\static\js\vue.esm-browser.js", "JavaScript", 0, 0, 0, 0, 16322, 297, 123, 16742
"d:\ComputerScienceLearning\JavaLearningForWork\JavaWeb_LearningProject\SpringBootWeb01\src\main\resources\static\user.html", "HTML", 0, 78, 0, 0, 0, 2, 1, 81
"d:\ComputerScienceLearning\JavaLearningForWork\JavaWeb_LearningProject\SpringBootWeb01\src\test\java\com\itheima\SpringBootWeb01ApplicationTests.java", "Java", 0, 0, 0, 9, 0, 0, 5, 14
"Total", "-", 81, 78, 1, -1565, 16322, 85, -347, 14655
