Date : 2025-09-28 14:49:15
Directory : d:\ComputerScienceLearning\JavaLearningForWork\SSM_Lab\SpringMVC\springmvc_04_request_param
Total : 44 files,  151 codes, 16 comments, 38 blanks, all 205 lines

Languages
+-----------------+------------+------------+------------+------------+------------+
| language        | files      | code       | comment    | blank      | total      |
| ..\springmvc_03_request_mapping\target\tomcat\work\Tomcat\localhost\_                                                                                              |          2 |       -101 |         -8 |        -16 |       -125 |
| ..\springmvc_03_request_mapping\target\tomcat\work\Tomcat\localhost\_\org                                                                                          |          2 |       -101 |         -8 |        -16 |       -125 |
| ..\springmvc_03_request_mapping\target\tomcat\work\Tomcat\localhost\_\org\apache                                                                                   |          2 |       -101 |         -8 |        -16 |       -125 |
| ..\springmvc_03_request_mapping\target\tomcat\work\Tomcat\localhost\_\org\apache\jsp                                                                               |          2 |       -101 |         -8 |        -16 |       -125 |
| src                                                                                                                                                                |          6 |        174 |         20 |         55 |        249 |
| src\main                                                                                                                                                           |          6 |        174 |         20 |         55 |        249 |
| src\main\java                                                                                                                                                      |          5 |        169 |         20 |         54 |        243 |
| src\main\java\com                                                                                                                                                  |          5 |        169 |         20 |         54 |        243 |
| src\main\java\com\itheima                                                                                                                                          |          5 |        169 |         20 |         54 |        243 |
| src\main\java\com\itheima\config                                                                                                                                   |          2 |         33 |          2 |         11 |         46 |
| src\main\java\com\itheima\controller                                                                                                                               |          1 |         80 |         18 |         26 |        124 |
| src\main\java\com\itheima\domain                                                                                                                                   |          2 |         56 |          0 |         17 |         73 |
| src\main\webapp                                                                                                                                                    |          1 |          5 |          0 |          1 |          6 |
| target                                                                                                                                                             |         15 |      3,996 |        532 |         83 |      4,611 |
| target\classes                                                                                                                                                     |          7 |         90 |          0 |          0 |         90 |
| target\classes (Files)                                                                                                                                             |          1 |         10 |          0 |          0 |         10 |
| target\classes\com                                                                                                                                                 |          6 |         80 |          0 |          0 |         80 |
| target\classes\com\itheima                                                                                                                                         |          6 |         80 |          0 |          0 |         80 |
| target\classes\com\itheima\config                                                                                                                                  |          3 |         25 |          0 |          0 |         25 |
| target\classes\com\itheima\controller                                                                                                                              |          1 |         25 |          0 |          0 |         25 |
| target\classes\com\itheima\domain                                                                                                                                  |          2 |         30 |          0 |          0 |         30 |
| target\maven-archiver                                                                                                                                              |          1 |          3 |          2 |          1 |          6 |
| target\springmvc_day01_quickstart-1.0-SNAPSHOT                                                                                                                     |          2 |         11 |          0 |          3 |         14 |
| target\springmvc_day01_quickstart-1.0-SNAPSHOT (Files)                                                                                                             |          1 |          5 |          0 |          1 |          6 |
| target\springmvc_day01_quickstart-1.0-SNAPSHOT\WEB-INF                                                                                                             |          1 |          6 |          0 |          2 |          8 |
| target\tomcat                                                                                                                                                      |          5 |      3,892 |        530 |         79 |      4,501 |
| target\tomcat\conf                                                                                                                                                 |          3 |      3,791 |        522 |         63 |      4,376 |
| target\tomcat\work                                                                                                                                                 |          2 |        101 |          8 |         16 |        125 |
| target\tomcat\work\Tomcat                                                                                                                                          |          2 |        101 |          8 |         16 |        125 |
| target\tomcat\work\Tomcat\localhost                                                                                                                                |          2 |        101 |          8 |         16 |        125 |
| target\tomcat\work\Tomcat\localhost\_                                                                                                                              |          2 |        101 |          8 |         16 |        125 |
| target\tomcat\work\Tomcat\localhost\_\org                                                                                                                          |          2 |        101 |          8 |         16 |        125 |
| target\tomcat\work\Tomcat\localhost\_\org\apache                                                                                                                   |          2 |        101 |          8 |         16 |        125 |
| target\tomcat\work\Tomcat\localhost\_\org\apache\jsp                                                                                                               |          2 |        101 |          8 |         16 |        125 |
+--------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+--------------------------------------------------------------------------------------------------------------------------------------------------------------------+-----------------+------------+------------+------------+------------+
| filename                                                                                                                                                           | language        | code       | comment    | blank      | total      |
+--------------------------------------------------------------------------------------------------------------------------------------------------------------------+-----------------+------------+------------+------------+------------+
| d:\ComputerScienceLearning\JavaLearningForWork\SSM_Lab\SpringMVC\springmvc_03_request_mapping\pom.xml                                                              | XML             |        -35 |          0 |         -5 |        -40 |
| d:\ComputerScienceLearning\JavaLearningForWork\SSM_Lab\SpringMVC\springmvc_03_request_mapping\springmvc_03_request_mapping.iml                                     | XML             |        -34 |          0 |          0 |        -34 |
| d:\ComputerScienceLearning\JavaLearningForWork\SSM_Lab\SpringMVC\springmvc_03_request_mapping\src\main\java\com\itheima\config\ServletContainersInitConfig.java    | Java            |        -13 |          0 |         -6 |        -19 |
| d:\ComputerScienceLearning\JavaLearningForWork\SSM_Lab\SpringMVC\springmvc_03_request_mapping\src\main\java\com\itheima\config\SpringMvcConfig.java                | Java            |         -7 |          0 |         -3 |        -10 |
| d:\ComputerScienceLearning\JavaLearningForWork\SSM_Lab\SpringMVC\springmvc_03_request_mapping\src\main\java\com\itheima\controller\BookController.java             | Java            |        -13 |         -1 |         -3 |        -17 |
| d:\ComputerScienceLearning\JavaLearningForWork\SSM_Lab\SpringMVC\springmvc_03_request_mapping\src\main\java\com\itheima\controller\UserController.java             | Java            |        -21 |         -3 |         -4 |        -28 |
| d:\ComputerScienceLearning\JavaLearningForWork\SSM_Lab\SpringMVC\springmvc_03_request_mapping\src\main\webapp\index.jsp                                            | HTML            |         -5 |          0 |         -1 |         -6 |
| d:\ComputerScienceLearning\JavaLearningForWork\SSM_Lab\SpringMVC\springmvc_03_request_mapping\target\classes\App.class                                             | Java            |        -10 |          0 |          0 |        -10 |
| d:\ComputerScienceLearning\JavaLearningForWork\SSM_Lab\SpringMVC\springmvc_03_request_mapping\target\classes\com\itheima\config\ServletContainersInitConfig.class  | Java            |        -15 |          0 |          0 |        -15 |
| d:\ComputerScienceLearning\JavaLearningForWork\SSM_Lab\SpringMVC\springmvc_03_request_mapping\target\classes\com\itheima\config\SpringConfig.class                 | Java            |         -7 |          0 |          0 |         -7 |
| d:\ComputerScienceLearning\JavaLearningForWork\SSM_Lab\SpringMVC\springmvc_03_request_mapping\target\classes\com\itheima\config\SpringMvcConfig.class              | Java            |         -5 |          0 |          0 |         -5 |
| d:\ComputerScienceLearning\JavaLearningForWork\SSM_Lab\SpringMVC\springmvc_03_request_mapping\target\classes\com\itheima\controller\BookController.class           | Java            |        -12 |          0 |          0 |        -12 |
| d:\ComputerScienceLearning\JavaLearningForWork\SSM_Lab\SpringMVC\springmvc_03_request_mapping\target\classes\com\itheima\controller\UserController.class           | Java            |        -13 |          0 |          0 |        -13 |
| d:\ComputerScienceLearning\JavaLearningForWork\SSM_Lab\SpringMVC\springmvc_03_request_mapping\target\maven-archiver\pom.properties                                 | Java Properties |         -3 |         -2 |         -1 |         -6 |
| d:\ComputerScienceLearning\JavaLearningForWork\SSM_Lab\SpringMVC\springmvc_03_request_mapping\target\springmvc_day01_quickstart-1.0-SNAPSHOT\WEB-INF\web.xml       | XML             |         -6 |          0 |         -2 |         -8 |
| d:\ComputerScienceLearning\JavaLearningForWork\SSM_Lab\SpringMVC\springmvc_03_request_mapping\target\springmvc_day01_quickstart-1.0-SNAPSHOT\index.jsp             | HTML            |         -5 |          0 |         -1 |         -6 |
| d:\ComputerScienceLearning\JavaLearningForWork\SSM_Lab\SpringMVC\springmvc_03_request_mapping\target\tomcat\conf\logging.properties                                | Java Properties |        -22 |        -27 |        -16 |        -65 |
| d:\ComputerScienceLearning\JavaLearningForWork\SSM_Lab\SpringMVC\springmvc_03_request_mapping\target\tomcat\conf\tomcat-users.xml                                  | XML             |         -3 |        -23 |         -1 |        -27 |
| d:\ComputerScienceLearning\JavaLearningForWork\SSM_Lab\SpringMVC\springmvc_03_request_mapping\target\tomcat\conf\web.xml                                           | XML             |     -3,766 |       -472 |        -46 |     -4,284 |
| d:\ComputerScienceLearning\JavaLearningForWork\SSM_Lab\SpringMVC\springmvc_03_request_mapping\target\tomcat\work\Tomcat\localhost\_\org\apache\jsp\index_jsp.class | Java            |        -43 |          0 |         -2 |        -45 |
| d:\ComputerScienceLearning\JavaLearningForWork\SSM_Lab\SpringMVC\springmvc_03_request_mapping\target\tomcat\work\Tomcat\localhost\_\org\apache\jsp\index_jsp.java  | Java            |        -58 |         -8 |        -14 |        -80 |
| d:\ComputerScienceLearning\JavaLearningForWork\SSM_Lab\SpringMVC\springmvc_04_request_param\pom.xml                                                                | XML             |         40 |          0 |          5 |         45 |
| d:\ComputerScienceLearning\JavaLearningForWork\SSM_Lab\SpringMVC\springmvc_04_request_param\springmvc_04_request_param.iml                                         | XML             |         37 |          0 |          0 |         37 |
| d:\ComputerScienceLearning\JavaLearningForWork\SSM_Lab\SpringMVC\springmvc_04_request_param\src\main\java\com\itheima\config\ServletContainersInitConfig.java      | Java            |         21 |          1 |          7 |         29 |
| d:\ComputerScienceLearning\JavaLearningForWork\SSM_Lab\SpringMVC\springmvc_04_request_param\src\main\java\com\itheima\config\SpringMvcConfig.java                  | Java            |         12 |          1 |          4 |         17 |
| d:\ComputerScienceLearning\JavaLearningForWork\SSM_Lab\SpringMVC\springmvc_04_request_param\src\main\java\com\itheima\controller\UserController.java               | Java            |         80 |         18 |         26 |        124 |
| d:\ComputerScienceLearning\JavaLearningForWork\SSM_Lab\SpringMVC\springmvc_04_request_param\src\main\java\com\itheima\domain\Address.java                          | Java            |         24 |          0 |          6 |         30 |
| d:\ComputerScienceLearning\JavaLearningForWork\SSM_Lab\SpringMVC\springmvc_04_request_param\src\main\java\com\itheima\domain\User.java                             | Java            |         32 |          0 |         11 |         43 |
| d:\ComputerScienceLearning\JavaLearningForWork\SSM_Lab\SpringMVC\springmvc_04_request_param\src\main\webapp\index.jsp                                              | HTML            |          5 |          0 |          1 |          6 |
| d:\ComputerScienceLearning\JavaLearningForWork\SSM_Lab\SpringMVC\springmvc_04_request_param\target\classes\App.class                                               | Java            |         10 |          0 |          0 |         10 |
| d:\ComputerScienceLearning\JavaLearningForWork\SSM_Lab\SpringMVC\springmvc_04_request_param\target\classes\com\itheima\config\ServletContainersInitConfig.class    | Java            |         13 |          0 |          0 |         13 |
| d:\ComputerScienceLearning\JavaLearningForWork\SSM_Lab\SpringMVC\springmvc_04_request_param\target\classes\com\itheima\config\SpringConfig.class                   | Java            |          7 |          0 |          0 |          7 |
| d:\ComputerScienceLearning\JavaLearningForWork\SSM_Lab\SpringMVC\springmvc_04_request_param\target\classes\com\itheima\config\SpringMvcConfig.class                | Java            |          5 |          0 |          0 |          5 |
| d:\ComputerScienceLearning\JavaLearningForWork\SSM_Lab\SpringMVC\springmvc_04_request_param\target\classes\com\itheima\controller\UserController.class             | Java            |         25 |          0 |          0 |         25 |
| d:\ComputerScienceLearning\JavaLearningForWork\SSM_Lab\SpringMVC\springmvc_04_request_param\target\classes\com\itheima\domain\Address.class                        | Java            |         13 |          0 |          0 |         13 |
| d:\ComputerScienceLearning\JavaLearningForWork\SSM_Lab\SpringMVC\springmvc_04_request_param\target\classes\com\itheima\domain\User.class                           | Java            |         17 |          0 |          0 |         17 |
| d:\ComputerScienceLearning\JavaLearningForWork\SSM_Lab\SpringMVC\springmvc_04_request_param\target\maven-archiver\pom.properties                                   | Java Properties |          3 |          2 |          1 |          6 |
| d:\ComputerScienceLearning\JavaLearningForWork\SSM_Lab\SpringMVC\springmvc_04_request_param\target\springmvc_day01_quickstart-1.0-SNAPSHOT\WEB-INF\web.xml         | XML             |          6 |          0 |          2 |          8 |
| d:\ComputerScienceLearning\JavaLearningForWork\SSM_Lab\SpringMVC\springmvc_04_request_param\target\springmvc_day01_quickstart-1.0-SNAPSHOT\index.jsp               | HTML            |          5 |          0 |          1 |          6 |
| d:\ComputerScienceLearning\JavaLearningForWork\SSM_Lab\SpringMVC\springmvc_04_request_param\target\tomcat\conf\logging.properties                                  | Java Properties |         22 |         27 |         16 |         65 |
| d:\ComputerScienceLearning\JavaLearningForWork\SSM_Lab\SpringMVC\springmvc_04_request_param\target\tomcat\conf\tomcat-users.xml                                    | XML             |          3 |         23 |          1 |         27 |
| d:\ComputerScienceLearning\JavaLearningForWork\SSM_Lab\SpringMVC\springmvc_04_request_param\target\tomcat\conf\web.xml                                             | XML             |      3,766 |        472 |         46 |      4,284 |
| d:\ComputerScienceLearning\JavaLearningForWork\SSM_Lab\SpringMVC\springmvc_04_request_param\target\tomcat\work\Tomcat\localhost\_\org\apache\jsp\index_jsp.class   | Java            |         43 |          0 |          2 |         45 |
| d:\ComputerScienceLearning\JavaLearningForWork\SSM_Lab\SpringMVC\springmvc_04_request_param\target\tomcat\work\Tomcat\localhost\_\org\apache\jsp\index_jsp.java    | Java            |         58 |          8 |         14 |         80 |
| Total                                                                                                                                                              |                 |        151 |         16 |         38 |        205 |
+--------------------------------------------------------------------------------------------------------------------------------------------------------------------+-----------------+------------+------------+------------+------------+
